,DATA,RECUPERADOS/DIA,INTERNADOS/DIA,cases_7,cases_14,observation_7,observation_14
542,2021-09-16,249.0,249.0,128,137,1,1
543,2021-09-17,1660.0,1660.0,182,167,1,1
544,2021-09-18,81.0,81.0,50,84,0,1
545,2021-09-19,28.0,28.0,24,30,0,0
546,2021-09-20,106.0,106.0,262,218,1,1
547,2021-09-21,183.0,183.0,327,758,1,2
548,2021-09-22,411.0,411.0,193,219,1,1
549,2021-09-23,128.0,128.0,137,107,1,1
550,2021-09-24,182.0,182.0,167,170,1,1
551,2021-09-25,50.0,50.0,84,125,1,1
552,2021-09-26,24.0,24.0,30,45,0,0
553,2021-09-27,262.0,262.0,218,106,1,1
554,2021-09-28,327.0,327.0,758,23,2,0
555,2021-09-29,193.0,193.0,219,123,1,1
556,2021-09-30,137.0,137.0,107,236,1,1
557,2021-10-01,167.0,167.0,170,-206,1,0
558,2021-10-02,84.0,84.0,125,63,1,0
559,2021-10-03,30.0,30.0,45,-3,0,0
560,2021-10-04,218.0,218.0,106,654,1,2
561,2021-10-05,758.0,758.0,23,90,0,1
562,2021-10-06,219.0,219.0,123,148,1,1
563,2021-10-07,107.0,107.0,236,346,1,1
564,2021-10-08,170.0,170.0,-206,19,0,0
565,2021-10-09,125.0,125.0,63,34,0,0
566,2021-10-10,45.0,45.0,-3,28,0,0
567,2021-10-11,106.0,106.0,654,57,2,0
568,2021-10-12,23.0,23.0,90,109,1,1
569,2021-10-13,123.0,123.0,148,73,1,1
570,2021-10-14,236.0,236.0,346,55,1,0
571,2021-10-15,-206.0,-206.0,19,82,0,1
572,2021-10-16,63.0,63.0,34,20,0,0
573,2021-10-17,-3.0,-3.0,28,12,0,0
574,2021-10-18,654.0,654.0,57,16,0,0
575,2021-10-19,90.0,90.0,109,72,1,1
576,2021-10-20,148.0,148.0,73,124,1,1
577,2021-10-21,346.0,346.0,55,37,0,0
578,2021-10-22,19.0,19.0,82,207,1,1
579,2021-10-23,34.0,34.0,20,10,0,0
580,2021-10-24,28.0,28.0,12,8,0,0
581,2021-10-25,57.0,57.0,16,199,0,1
582,2021-10-26,109.0,109.0,72,88,1,1
583,2021-10-27,73.0,73.0,124,-16,1,0
584,2021-10-28,55.0,55.0,37,156,0,1
585,2021-10-29,82.0,82.0,207,49,1,0
586,2021-10-30,20.0,20.0,10,17,0,0
587,2021-10-31,12.0,12.0,8,5,0,0
588,2021-11-01,16.0,16.0,199,10,1,0
589,2021-11-02,72.0,72.0,88,37,1,0
590,2021-11-03,124.0,124.0,-16,104,0,1
591,2021-11-04,37.0,37.0,156,116,1,1
592,2021-11-05,207.0,207.0,49,46,0,0
593,2021-11-06,10.0,10.0,17,29,0,0
594,2021-11-07,8.0,8.0,5,2,0,0
595,2021-11-08,199.0,199.0,10,172,0,1
596,2021-11-09,88.0,88.0,37,60,0,0
597,2021-11-10,-16.0,-16.0,104,0,1,0
598,2021-11-11,156.0,156.0,116,0,1,0
599,2021-11-12,49.0,49.0,46,0,0,0
600,2021-11-13,17.0,17.0,29,0,0,0
601,2021-11-14,5.0,5.0,2,0,0,0
602,2021-11-15,10.0,10.0,172,0,1,0
603,2021-11-16,37.0,37.0,60,0,0,0
604,2021-11-17,104.0,104.0,0,0,0,0
605,2021-11-18,116.0,116.0,0,0,0,0
606,2021-11-19,46.0,46.0,0,0,0,0
607,2021-11-20,29.0,29.0,0,0,0,0
608,2021-11-21,2.0,2.0,0,0,0,0
609,2021-11-22,172.0,172.0,0,0,0,0
610,2021-11-23,60.0,60.0,0,0,0,0
611,2021-11-24,0.0,0.0,0,0,0,0
